650736.14	9388006.90	650736.98	9387993.25
650732.45	9388001.62	650735.44	9387994.91
650722.25	9387991.80	650723.13	9387985.01
650724.38	9387987.87	650724.70	9387979.13
650721.41	9387992.01	650720.10	9387996.54
650710.46	9387999.90	650709.66	9388010.37
650705.01	9388004.86	650703.74	9388011.41
650702.64	9388015.81	650703.37	9388011.41
650705.71	9388011.28	650703.97	9388020.36
650700.59	9388009.58	650694.14	9388032.46
650697.03	9388031.63	650702.26	9388024.23
650703.48	9388024.99	650707.36	9388018.43
650704.40	9388025.51	650707.03	9388020.40
650708.93	9388022.77	650710.67	9388011.82
650709.93	9388024.55	650701.27	9388064.17
650703.74	9388058.53	650698.84	9388093.93
650697.92	9388097.41	650701.02	9388093.27
650688.40	9388117.19	650691.09	9388084.69
650687.98	9388083.64	650689.47	9388077.06
650697.78	9388069.94	650702.65	9388053.62
650689.68	9388055.65	650701.45	9388050.15
650690.93	9388049.70	650689.08	9388058.83
650689.54	9388052.17	650690.77	9388045.88
650673.79	9388041.04	650668.99	9388066.88
650670.40	9388066.26	650668.74	9388072.78
650667.79	9388080.02	650669.94	9388073.76
650661.96	9388078.97	650662.17	9388070.67
650668.34	9388083.52	650672.32	9388078.22
650680.91	9388062.73	650676.28	9388077.95
650673.23	9388078.70	650673.33	9388086.49
650688.08	9388076.40	650678.05	9388098.29
650686.41	9388088.53	650685.16	9388095.99
650681.05	9388095.21	650680.76	9388106.58
650686.78	9388095.24	650685.38	9388105.46
650655.79	9388118.16	650654.81	9388139.15
650657.48	9388129.83	650655.38	9388146.77
650654.23	9388144.21	650652.40	9388156.49
650647.17	9388150.66	650655.10	9388110.50
650643.85	9388118.30	650646.88	9388109.77
650673.02	9388111.45	650672.43	9388130.39
650652.18	9388128.90	650655.32	9388120.13
650689.34	9388074.63	650696.62	9388058.51
650708.38	9388065.67	650713.24	9388045.61
650711.19	9388045.85	650705.35	9388069.62
650717.30	9388057.63	650723.50	9388018.51
650731.07	9387991.14	650734.91	9387975.27
650732.58	9387977.01	650736.14	9387942.47
650738.52	9387947.56	650737.11	9387969.23
650727.73	9387982.43	650732.24	9387948.68
650722.94	9387962.47	650724.32	9387946.05
650725.01	9387953.55	650728.49	9387936.41
650720.61	9387949.41	650723.59	9387935.32
650720.64	9387945.27	650722.17	9387939.46
650724.55	9387943.56	650725.50	9387924.38
650728.61	9387934.79	650729.43	9387915.10
650734.91	9387942.36	650732.99	9387931.43
650732.24	9387931.71	650729.76	9387954.88
650736.98	9387932.21	650738.73	9387918.55
650734.09	9387930.79	650736.78	9387911.45
650734.36	9387927.40	650734.89	9387915.87
650733.26	9387927.76	650734.52	9387907.63
650728.56	9387914.55	650734.98	9387904.23
650732.10	9387921.72	650733.10	9387909.64
650728.99	9387912.14	650731.68	9387895.87
650731.04	9387907.24	650733.29	9387891.02
650717.95	9387889.75	650722.06	9387874.78
650721.77	9387883.11	650730.64	9387840.51
650724.89	9387847.90	650718.09	9387882.01
650724.63	9387888.27	650727.52	9387875.72
